"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"1600000US1935670","Hedrick city, Iowa","761","null","176","null",
"1600000US1935715","Henderson city, Iowa","242","null","103","null",
"1600000US1935760","Hepburn city, Iowa","8","null","9","null",
"1600000US1935940","Hiawatha city, Iowa","7184","null","23","null",
"1600000US1936030","High Amana CDP, Iowa","71","null","57","null",
"1600000US1936345","Hills city, Iowa","821","null","165","null",
"1600000US1936390","Hillsboro city, Iowa","148","null","64","null",
"1600000US1936480","Hinton city, Iowa","932","null","184","null",
"1600000US1936660","Holiday Lake CDP, Iowa","366","null","97","null",
"1600000US1936705","Holland city, Iowa","279","null","74","null",
"1600000US1936840","Holstein city, Iowa","1495","null","161","null",
"1600000US1936885","Holy Cross city, Iowa","310","null","57","null",
"1600000US1936975","Homestead CDP, Iowa","66","null","36","null",
"1600000US1937155","Hopkinton city, Iowa","604","null","162","null",
"1600000US1937200","Hornick city, Iowa","289","null","112","null",
"1600000US1937290","Hospers city, Iowa","989","null","223","null",
"1600000US1937335","Houghton city, Iowa","87","null","30","null",
"1600000US1937425","Hubbard city, Iowa","745","null","101","null",
"1600000US1937470","Hudson city, Iowa","2541","null","18","null",
"1600000US1937515","Hull city, Iowa","2248","null","294","null",
"1600000US1937560","Humboldt city, Iowa","4744","null","23","null",
"1600000US1937605","Humeston city, Iowa","454","null","99","null",
"1600000US1937875","Hutchins CDP, Iowa","33","null","43","null",
"1600000US1937920","Huxley city, Iowa","4293","null","14","null",
"1600000US1938010","Ida Grove city, Iowa","2062","null","181","null",
"1600000US1938055","Imogene city, Iowa","47","null","31","null",
"1600000US1938100","Independence city, Iowa","6088","null","27","null",
"1600000US1938280","Indianola city, Iowa","15544","null","37","null",
"1600000US1938415","Inwood city, Iowa","861","null","147","null",
"1600000US1938460","Ionia city, Iowa","300","null","83","null",
"1600000US1938595","Iowa City city, Iowa","74240","null","49","null",
"1600000US1938640","Iowa Falls city, Iowa","5154","null","17","null",
"1600000US1938820","Ireton city, Iowa","518","null","141","null",
"1600000US1938955","Irvington CDP, Iowa","46","null","42","null",
"1600000US1939000","Irwin city, Iowa","348","null","86","null",
"1600000US1939135","Jackson Junction city, Iowa","40","null","21","null",
"1600000US1939180","Jacksonville CDP, Iowa","7","null","10","null",
"1600000US1939225","Jamaica city, Iowa","209","null","52","null",
"1600000US1939405","Janesville city, Iowa","1059","null","171","null",
"1600000US1939450","Jefferson city, Iowa","4178","null","24","null",
"1600000US1939585","Jesup city, Iowa","2535","null","261","null",
"1600000US1939675","Jewell Junction city, Iowa","1335","null","169","null",
"1600000US1939765","Johnston city, Iowa","23418","null","49","null",
"1600000US1939855","Joice city, Iowa","230","null","91","null",
"1600000US1939900","Jolley city, Iowa","24","null","15","null",
"1600000US1940170","Kalona city, Iowa","2631","null","45","null",
"1600000US1940215","Kamrar city, Iowa","166","null","56","null",
"1600000US1940260","Kanawha city, Iowa","929","null","182","null",
"1600000US1940350","Kellerton city, Iowa","293","null","106","null",
"1600000US1940395","Kelley city, Iowa","381","null","147","null",
"1600000US1940440","Kellogg city, Iowa","614","null","214","null",
"1600000US1940665","Kensett city, Iowa","266","null","71","null",
"1600000US1940710","Kent CDP, Iowa","0","null","10","null",
"1600000US1940733","Kent Estates CDP, Iowa","1944","null","365","null",
"1600000US1940845","Keokuk city, Iowa","9977","null","36","null",
"1600000US1940890","Keomah Village city, Iowa","122","null","55","null",
"1600000US1940935","Keosauqua city, Iowa","897","null","151","null",
"1600000US1940980","Keota city, Iowa","891","null","147","null",
"1600000US1941070","Keswick city, Iowa","301","null","80","null",
"1600000US1941115","Keystone city, Iowa","658","null","120","null",
"1600000US1941295","Kimballton city, Iowa","251","null","69","null",
"1600000US1941385","Kingsley city, Iowa","1433","null","170","null",
"1600000US1941430","Kingston CDP, Iowa","17","null","25","null",
"1600000US1941475","Kinross city, Iowa","68","null","27","null",
"1600000US1941520","Kirkman city, Iowa","77","null","44","null",
"1600000US1941565","Kirkville city, Iowa","250","null","110","null",
"1600000US1941610","Kiron city, Iowa","273","null","101","null",
"1600000US1941655","Klemme city, Iowa","675","null","154","null",
"1600000US1941790","Knierim city, Iowa","74","null","30","null",
"1600000US1942015","Knoxville city, Iowa","7537","null","33","null",
"1600000US1942285","Lacona city, Iowa","349","null","97","null",
"1600000US1942330","Ladora city, Iowa","254","null","75","null",
"1600000US1942465","Lake City city, Iowa","1738","null","183","null",
"1600000US1942555","Lake Mills city, Iowa","2101","null","206","null",
"1600000US1942575","Lake Panorama CDP, Iowa","882","null","158","null",
"1600000US1942600","Lake Park city, Iowa","1206","null","164","null",
"1600000US1942645","Lakeside city, Iowa","907","null","262","null",
"1600000US1942690","Lake View city, Iowa","943","null","143","null",
"1600000US1942825","Lakota city, Iowa","309","null","94","null",
"1600000US1942870","Lambs Grove city, Iowa","264","null","107","null",
"1600000US1942960","Lamoni city, Iowa","2285","null","206","null",
"1600000US1943005","Lamont city, Iowa","612","null","107","null",
"1600000US1943050","La Motte city, Iowa","243","null","71","null",
"1600000US1943140","Lanesboro city, Iowa","78","null","28","null",
"1600000US1943275","Lansing city, Iowa","992","null","170","null",
"1600000US1943365","La Porte City city, Iowa","2349","null","382","null",
"1600000US1943410","Larchwood city, Iowa","966","null","146","null",
"1600000US1943500","Larrabee city, Iowa","138","null","45","null",
"1600000US1943590","Latimer city, Iowa","658","null","207","null",
"1600000US1943680","Laurel city, Iowa","195","null","52","null",
"1600000US1943725","Laurens city, Iowa","1301","null","154","null",
"1600000US1943815","Lawler city, Iowa","414","null","92","null",
"1600000US1943905","Lawton city, Iowa","1015","null","179","null",
"1600000US1943950","Leando CDP, Iowa","21","null","16","null",
"1600000US1944085","Le Claire city, Iowa","4614","null","17","null",
"1600000US1944130","Ledyard city, Iowa","94","null","31","null",
"1600000US1944220","Le Grand city, Iowa","786","null","158","null",
"1600000US1944265","Lehigh city, Iowa","445","null","102","null",
"1600000US1944310","Leighton city, Iowa","181","null","67","null",
"1600000US1944355","Leland city, Iowa","282","null","89","null",
"1600000US1944400","Le Mars city, Iowa","10462","null","27","null",
"1600000US1944490","Lenox city, Iowa","1483","null","157","null",
"1600000US1944535","Leon city, Iowa","1716","null","269","null",
"1600000US1944580","Le Roy city, Iowa","15","null","18","null",
"1600000US1944670","Lester city, Iowa","270","null","83","null",
"1600000US1944715","Letts city, Iowa","347","null","88","null",
"1600000US1944805","Lewis city, Iowa","440","null","149","null",
"1600000US1944985","Libertyville city, Iowa","323","null","111","null",
"1600000US1945030","Lidderdale city, Iowa","171","null","54","null",
"1600000US1945165","Lime Springs city, Iowa","534","null","127","null",
"1600000US1945255","Lincoln city, Iowa","112","null","57","null",
"1600000US1945390","Linden city, Iowa","193","null","90","null",
"1600000US1945435","Lineville city, Iowa","234","null","61","null",
"1600000US1945480","Linn Grove city, Iowa","167","null","58","null",
"1600000US1945615","Lisbon city, Iowa","1924","null","316","null",
"1600000US1945660","Liscomb city, Iowa","314","null","115","null",
"1600000US1945705","Little Cedar CDP, Iowa","43","null","53","null",
"1600000US1945795","Little Rock city, Iowa","439","null","97","null",
"1600000US1945840","Little Sioux city, Iowa","177","null","70","null",
"1600000US1945975","Livermore city, Iowa","407","null","117","null",
"1600000US1946065","Lockridge city, Iowa","444","null","190","null",
"1600000US1946155","Logan city, Iowa","1532","null","219","null",
"1600000US1946245","Lohrville city, Iowa","317","null","56","null",
"1600000US1946290","Lone Rock city, Iowa","101","null","34","null",
"1600000US1946335","Lone Tree city, Iowa","1094","null","260","null",
"1600000US1946425","Long Grove city, Iowa","1012","null","222","null",
"1600000US1946515","Lorimor city, Iowa","442","null","135","null",
"1600000US1946605","Lost Nation city, Iowa","420","null","96","null",
"1600000US1946785","Loveland CDP, Iowa","0","null","10","null",
"1600000US1946830","Lovilia city, Iowa","645","null","180","null",
"1600000US1946920","Lowden city, Iowa","819","null","162","null",
"1600000US1946965","Lowell CDP, Iowa","96","null","63","null",
"1600000US1947010","Low Moor city, Iowa","238","null","83","null",
"1600000US1947055","Luana city, Iowa","210","null","59","null",
"1600000US1947100","Lucas city, Iowa","99","null","40","null",
"1600000US1947280","Luther city, Iowa","177","null","68","null",
"1600000US1947370","Lu Verne city, Iowa","255","null","89","null",
"1600000US1947460","Luxemburg city, Iowa","223","null","40","null",
"1600000US1947505","Luzerne city, Iowa","105","null","50","null",
"1600000US1947595","Lynnville city, Iowa","545","null","138","null",
"1600000US1947730","Lytton city, Iowa","293","null","87","null",
"1600000US1947775","McCallsburg city, Iowa","491","null","127","null",
"1600000US1947820","McCausland city, Iowa","427","null","106","null",
"1600000US1947865","McClelland city, Iowa","162","null","47","null",
"1600000US1947955","Macedonia city, Iowa","329","null","131","null",
"1600000US1948000","McGregor city, Iowa","747","null","175","null",
"1600000US1948045","McIntire city, Iowa","87","null","40","null",
"1600000US1948180","Macksburg city, Iowa","87","null","38","null",
"1600000US1948450","Madrid city, Iowa","2782","null","20","null",
"1600000US1948495","Magnolia city, Iowa","132","null","39","null",
"1600000US1948500","Maharishi Vedic City city, Iowa","379","null","258","null",
"1600000US1948540","Malcom city, Iowa","229","null","88","null",
"1600000US1948585","Mallard city, Iowa","243","null","61","null",
"1600000US1948675","Maloy city, Iowa","63","null","57","null",
"1600000US1948720","Malvern city, Iowa","1129","null","200","null",
"1600000US1948810","Manchester city, Iowa","5077","null","15","null",
"1600000US1948855","Manilla city, Iowa","691","null","150","null",
"1600000US1948900","Manly city, Iowa","1377","null","140","null",
"1600000US1948945","Manning city, Iowa","1510","null","202","null",
"1600000US1948990","Manson city, Iowa","1707","null","179","null",
"1600000US1949170","Mapleton city, Iowa","1039","null","142","null",
"1600000US1949215","Maquoketa city, Iowa","6123","null","19","null",
"1600000US1949260","Marathon city, Iowa","186","null","61","null",
"1600000US1949305","Marble Rock city, Iowa","306","null","73","null",
"1600000US1949350","Marcus city, Iowa","1106","null","189","null",
"1600000US1949395","Marengo city, Iowa","2714","null","304","null",
"1600000US1949485","Marion city, Iowa","41023","null","39","null",
"1600000US1949575","Marne city, Iowa","118","null","44","null",
"1600000US1949620","Marquette city, Iowa","462","null","99","null",
"1600000US1949755","Marshalltown city, Iowa","27570","null","28","null",
"1600000US1949845","Martelle city, Iowa","392","null","110","null",
"1600000US1949890","Martensdale city, Iowa","529","null","98","null",
"1600000US1949935","Martinsburg city, Iowa","112","null","41","null",
"1600000US1950070","Marysville city, Iowa","29","null","23","null",
"1600000US1950160","Mason City city, Iowa","27385","null","66","null",
"1600000US1950205","Masonville city, Iowa","74","null","26","null",
"1600000US1950250","Massena city, Iowa","390","null","108","null",
"1600000US1950385","Matlock city, Iowa","159","null","58","null",
"1600000US1950430","Maurice city, Iowa","249","null","63","null",
"1600000US1950520","Maxwell city, Iowa","823","null","124","null",
"1600000US1950610","Maynard city, Iowa","473","null","90","null",
"1600000US1950655","Maysville city, Iowa","187","null","85","null",
"1600000US1950700","Mechanicsville city, Iowa","932","null","162","null",
"1600000US1950790","Mediapolis city, Iowa","2095","null","293","null",
"1600000US1950880","Melbourne city, Iowa","788","null","129","null",
"1600000US1950935","Melcher-Dallas city, Iowa","1213","null","243","null",
"1600000US1950970","Melrose city, Iowa","204","null","97","null",
"1600000US1951060","Melvin city, Iowa","257","null","70","null",
"1600000US1951105","Menlo city, Iowa","406","null","122","null",
"1600000US1951150","Meriden city, Iowa","111","null","42","null",
"1600000US1951375","Merrill city, Iowa","1001","null","234","null",
"1600000US1951420","Meservey city, Iowa","305","null","94","null",
"1600000US1951510","Meyer CDP, Iowa","16","null","20","null",
"1600000US1951600","Middle Amana CDP, Iowa","799","null","249","null",
"1600000US1951735","Middletown city, Iowa","390","null","100","null",
"1600000US1952050","Miles city, Iowa","371","null","73","null",
"1600000US1952095","Milford city, Iowa","3256","null","24","null",
"1600000US1952140","Miller CDP, Iowa","40","null","31","null",
"1600000US1952230","Millersburg city, Iowa","162","null","62","null",
